2.48, 1.78, 1.78|2.47, 1.79, 1.62
2.46, 1.81, 1.75|2.46, 1.81, 1.62
2.49, 1.80, 1.82|2.48, 1.82, 1.62
2.48, 1.87, 1.79|2.48, 1.86, 1.62
2.47, 1.93, 1.77|2.48, 1.91, 1.62
2.52, 1.91, 1.85|2.51, 1.93, 1.63
2.51, 1.96, 1.83|2.51, 1.96, 1.63
2.51, 2.01, 1.80|2.51, 2.01, 1.63
2.58, 1.97, 1.86|2.56, 2.00, 1.64
2.60, 1.97, 1.88|2.60, 2.00, 1.64
2.60, 1.99, 1.88|2.61, 2.00, 1.65
2.59, 2.03, 1.86|2.61, 2.03, 1.65
2.56, 2.07, 1.83|2.60, 2.08, 1.65
2.52, 2.10, 1.79|2.56, 2.11, 1.65
2.51, 2.08, 1.84|2.53, 2.10, 1.66
2.47, 2.11, 1.81|2.50, 2.12, 1.66
2.45, 2.10, 1.84|2.47, 2.12, 1.66
2.42, 2.11, 1.83|2.44, 2.13, 1.66
2.39, 2.10, 1.82|2.40, 2.11, 1.66
2.38, 2.07, 1.81|2.39, 2.09, 1.67
2.34, 2.04, 1.86|2.35, 2.05, 1.67
2.33, 2.05, 1.86|2.33, 2.05, 1.67
2.29, 2.04, 1.84|2.30, 2.04, 1.68
2.26, 2.04, 1.81|2.26, 2.04, 1.68
2.22, 2.02, 1.82|2.22, 2.02, 1.68
2.17, 2.00, 1.82|2.18, 2.00, 1.68
2.10, 1.96, 1.80|2.12, 1.97, 1.68
2.06, 1.95, 1.82|2.07, 1.94, 1.68
2.02, 1.96, 1.80|2.02, 1.95, 1.68
1.95, 1.93, 1.81|1.96, 1.93, 1.68
1.88, 1.92, 1.76|1.89, 1.92, 1.68
1.85, 1.94, 1.74|1.85, 1.93, 1.68
1.82, 1.91, 1.73|1.81, 1.91, 1.68
1.77, 1.91, 1.74|1.76, 1.91, 1.68
1.72, 1.92, 1.77|1.71, 1.91, 1.68
1.68, 1.89, 1.74|1.67, 1.90, 1.68
1.63, 1.87, 1.75|1.63, 1.88, 1.67
1.59, 1.85, 1.73|1.59, 1.86, 1.67
1.56, 1.86, 1.76|1.55, 1.86, 1.67
1.50, 1.83, 1.76|1.50, 1.84, 1.67
1.39, 1.81, 1.75|1.41, 1.82, 1.67
1.37, 1.79, 1.78|1.36, 1.80, 1.67
1.30, 1.74, 1.69|1.30, 1.75, 1.67
1.19, 1.68, 1.59|1.21, 1.70, 1.66
1.18, 1.71, 1.64|1.16, 1.70, 1.65
1.14, 1.71, 1.61|1.12, 1.70, 1.65
1.11, 1.75, 1.66|1.11, 1.74, 1.65
1.03, 1.72, 1.58|1.03, 1.72, 1.64
0.91, 1.68, 1.44|0.92, 1.69, 1.63
0.85, 1.68, 1.36|0.85, 1.67, 1.61
0.85, 1.70, 1.38|0.81, 1.68, 1.60
0.85, 1.75, 1.43|0.82, 1.73, 1.59
0.89, 1.81, 1.54|0.85, 1.79, 1.58
0.92, 1.83, 1.52|0.89, 1.82, 1.57
0.96, 1.90, 1.64|0.93, 1.88, 1.57
0.98, 1.91, 1.59|0.96, 1.91, 1.56
0.97, 1.97, 1.61|0.97, 1.95, 1.56
0.97, 2.01, 1.62|0.98, 1.99, 1.56
0.97, 2.04, 1.59|0.97, 2.04, 1.55
0.99, 2.09, 1.63|0.99, 2.09, 1.55
0.99, 2.13, 1.64|0.99, 2.13, 1.55
0.98, 2.18, 1.66|0.98, 2.18, 1.55
0.98, 2.21, 1.66|0.98, 2.21, 1.55
1.00, 2.24, 1.62|0.99, 2.24, 1.54
1.03, 2.24, 1.56|1.01, 2.25, 1.54
1.01, 2.31, 1.61|1.00, 2.30, 1.53
0.98, 2.36, 1.66|0.99, 2.35, 1.53
1.05, 2.40, 1.63|1.03, 2.39, 1.53
1.09, 2.42, 1.59|1.07, 2.43, 1.53
1.09, 2.48, 1.64|1.09, 2.47, 1.53
1.13, 2.50, 1.62|1.12, 2.50, 1.53
1.15, 2.52, 1.57|1.15, 2.52, 1.52
1.15, 2.57, 1.63|1.16, 2.57, 1.52
1.17, 2.59, 1.60|1.17, 2.59, 1.52
1.01, 2.54, 1.44|1.07, 2.56, 1.51
1.00, 2.61, 1.59|1.02, 2.60, 1.51
0.99, 2.68, 1.70|1.00, 2.67, 1.51
0.98, 2.75, 1.79|0.99, 2.74, 1.51
1.04, 2.77, 1.70|1.02, 2.78, 1.52
1.05, 2.82, 1.69|1.04, 2.83, 1.52
1.08, 2.83, 1.60|1.06, 2.84, 1.51
1.04, 2.91, 1.75|1.05, 2.91, 1.52
1.03, 2.95, 1.82|1.03, 2.96, 1.52
1.01, 3.01, 1.87|1.02, 3.01, 1.53
1.06, 2.99, 1.73|1.04, 3.02, 1.53
1.03, 3.04, 1.81|1.03, 3.05, 1.54
1.02, 3.07, 1.90|1.03, 3.08, 1.55
1.03, 3.12, 1.91|1.03, 3.13, 1.55
