1.126, 0.148, 1.819, 49, 1593967968782
1.167, 0.128, 1.819, 49, 1593967968879
1.167, 0.128, 1.819, 49, 1593967968977
1.182, 0.128, 1.819, 48, 1593967969074
1.182, 0.128, 1.819, 49, 1593967969172
1.182, 0.128, 1.819, 48, 1593967969271
1.182, 0.128, 1.819, 50, 1593967969371
1.182, 0.128, 1.819, 49, 1593967969465
1.182, 0.128, 1.819, 50, 1593967969564
1.182, 0.128, 1.819, 50, 1593967969660
1.182, 0.128, 1.819, 50, 1593967969758
1.182, 0.128, 1.819, 50, 1593967969855
1.182, 0.128, 1.819, 50, 1593967969953
1.182, 0.128, 1.819, 50, 1593967970099
1.182, 0.128, 1.819, 48, 1593967970196
1.182, 0.128, 1.819, 49, 1593967970295
1.182, 0.128, 1.819, 50, 1593967970392
1.182, 0.128, 1.819, 50, 1593967970586
1.182, 0.128, 1.819, 51, 1593967970684
1.182, 0.128, 1.819, 51, 1593967970782
1.182, 0.128, 1.819, 50, 1593967970880
1.182, 0.128, 1.819, 51, 1593967970976
1.182, 0.128, 1.819, 50, 1593967971074
1.182, 0.128, 1.819, 49, 1593967971220
1.182, 0.128, 1.819, 51, 1593967971268
1.182, 0.128, 1.819, 51, 1593967971366
1.182, 0.128, 1.819, 49, 1593967971465
1.182, 0.128, 1.819, 51, 1593967971562
1.182, 0.128, 1.819, 50, 1593967971660
1.182, 0.128, 1.819, 50, 1593967971757
1.182, 0.128, 1.819, 49, 1593967971855
1.182, 0.128, 1.819, 51, 1593967972001
1.182, 0.128, 1.819, 49, 1593967972098
1.182, 0.128, 1.819, 92, 1593967972197
1.182, 0.128, 1.819, 49, 1593967972293
1.182, 0.128, 1.819, 50, 1593967972390
1.182, 0.128, 1.819, 50, 1593967972683
1.182, 0.128, 1.819, 50, 1593967972782
1.182, 0.128, 1.819, 48, 1593967972879
1.182, 0.128, 1.819, 50, 1593967972976
1.182, 0.128, 1.819, 49, 1593967973073
1.182, 0.128, 1.819, 50, 1593967973171
1.182, 0.128, 1.819, 50, 1593967973269
1.182, 0.128, 1.819, 50, 1593967973365
1.182, 0.128, 1.819, 49, 1593967973464
1.182, 0.128, 1.819, 50, 1593967973561
1.182, 0.128, 1.819, 50, 1593967973657
1.182, 0.128, 1.819, 50, 1593967973756
1.182, 0.128, 1.819, 49, 1593967973853
1.182, 0.128, 1.819, 49, 1593967974000
1.182, 0.128, 1.819, 51, 1593967974097
1.182, 0.128, 1.819, 49, 1593967974195
1.182, 0.128, 1.819, 49, 1593967974291
1.182, 0.128, 1.819, 50, 1593967974389
1.182, 0.128, 1.819, 50, 1593967974584
1.182, 0.128, 1.819, 51, 1593967974683
1.182, 0.128, 1.819, 50, 1593967974779
1.182, 0.128, 1.819, 50, 1593967974878
1.182, 0.128, 1.819, 49, 1593967974974
1.182, 0.128, 1.819, 51, 1593967975072
1.182, 0.128, 1.819, 51, 1593967975169
1.182, 0.128, 1.819, 50, 1593967975268
1.182, 0.128, 1.819, 51, 1593967975365
1.182, 0.128, 1.819, 50, 1593967975462
1.182, 0.128, 1.819, 50, 1593967975560
1.182, 0.128, 1.819, 50, 1593967975657
1.182, 0.128, 1.819, 49, 1593967975755
1.182, 0.128, 1.819, 50, 1593967975903
1.182, 0.128, 1.819, 51, 1593967976000
1.182, 0.128, 1.819, 98, 1593967976098
1.182, 0.128, 1.819, 50, 1593967976193
1.182, 0.128, 1.819, 50, 1593967976291
1.182, 0.128, 1.819, 49, 1593967976389
1.182, 0.128, 1.819, 51, 1593967976489
1.182, 0.128, 1.819, 49, 1593967976585
1.182, 0.128, 1.819, 50, 1593967976680
1.182, 0.128, 1.819, 50, 1593967976877
1.182, 0.128, 1.819, 49, 1593967976973
1.182, 0.128, 1.819, 50, 1593967977070
1.182, 0.128, 1.819, 49, 1593967977169
1.182, 0.128, 1.819, 50, 1593967977266
1.182, 0.128, 1.819, 51, 1593967977365
1.182, 0.128, 1.819, 50, 1593967977461
1.182, 0.128, 1.819, 49, 1593967977558
1.182, 0.128, 1.819, 50, 1593967977655
1.182, 0.128, 1.819, 51, 1593967977755
1.182, 0.128, 1.819, 49, 1593967977899
1.182, 0.128, 1.819, 49, 1593967977998
1.182, 0.128, 1.819, 51, 1593967978095
1.182, 0.128, 1.819, 49, 1593967978193
1.182, 0.128, 1.819, 50, 1593967978290
1.182, 0.128, 1.819, 52, 1593967978387
1.182, 0.128, 1.819, 51, 1593967978484
1.182, 0.128, 1.819, 50, 1593967978582
1.182, 0.128, 1.819, 50, 1593967978680
1.182, 0.128, 1.819, 49, 1593967978777
1.182, 0.128, 1.819, 50, 1593967978874
1.182, 0.128, 1.819, 51, 1593967978972
1.182, 0.128, 1.819, 50, 1593967979069
1.182, 0.128, 1.819, 50, 1593967979166
1.182, 0.128, 1.819, 51, 1593967979264
1.182, 0.128, 1.819, 50, 1593967979362
1.182, 0.128, 1.819, 50, 1593967979458
1.182, 0.128, 1.819, 49, 1593967979557
1.182, 0.128, 1.819, 50, 1593967979654
1.182, 0.128, 1.819, 49, 1593967979752
1.182, 0.128, 1.819, 50, 1593967979899
1.182, 0.128, 1.819, 77, 1593967979996
1.182, 0.128, 1.819, 50, 1593967980092
1.182, 0.128, 1.819, 50, 1593967980190
1.182, 0.128, 1.819, 50, 1593967980288
1.182, 0.128, 1.819, 49, 1593967980386
1.182, 0.128, 1.819, 49, 1593967980484
1.182, 0.128, 1.819, 49, 1593967980579
1.182, 0.128, 1.819, 50, 1593967980679
1.182, 0.128, 1.819, 50, 1593967980776
1.182, 0.128, 1.819, 49, 1593967980875
1.182, 0.128, 1.819, 50, 1593967980971
1.182, 0.128, 1.819, 50, 1593967981068
1.182, 0.128, 1.819, 50, 1593967981166
1.182, 0.128, 1.819, 49, 1593967981263
