1.94, 1.874, 1.845, 82, 1592567290518
1.949, 1.879, 1.849, 78, 1592567290616
1.956, 1.89, 1.839, 80, 1592567290713
1.946, 1.911, 1.816, 81, 1592567290811
1.962, 1.917, 1.82, 79, 1592567290911
1.97, 1.903, 1.842, 76, 1592567291008
1.966, 1.904, 1.827, 81, 1592567291107
1.962, 1.904, 1.823, 80, 1592567291204
1.964, 1.889, 1.808, 82, 1592567291302
1.972, 1.897, 1.808, 80, 1592567291400
1.973, 1.897, 1.815, 79, 1592567291497
1.966, 1.891, 1.785, 79, 1592567291595
1.964, 1.882, 1.795, 80, 1592567291692
1.957, 1.886, 1.77, 79, 1592567291789
1.961, 1.895, 1.766, 82, 1592567291887
1.969, 1.881, 1.803, 76, 1592567291983
1.976, 1.891, 1.796, 81, 1592567292082
1.966, 1.886, 1.785, 82, 1592567292228
1.966, 1.89, 1.784, 81, 1592567292326
1.955, 1.894, 1.79, 81, 1592567292424
1.953, 1.894, 1.78, 82, 1592567292519
1.953, 1.886, 1.821, 75, 1592567292618
1.973, 1.888, 1.84, 76, 1592567292715
1.978, 1.907, 1.855, 76, 1592567292813
1.967, 1.911, 1.829, 82, 1592567292911
1.93, 1.876, 1.769, 75, 1592567293008
1.958, 1.882, 1.816, 73, 1592567293105
1.966, 1.886, 1.839, 76, 1592567293204
1.972, 1.9, 1.85, 77, 1592567293300
1.949, 1.887, 1.829, 82, 1592567293398
1.972, 1.872, 1.859, 74, 1592567293496
1.964, 1.881, 1.831, 81, 1592567293593
1.958, 1.888, 1.801, 80, 1592567293691
1.953, 1.892, 1.791, 82, 1592567293788
1.964, 1.889, 1.835, 73, 1592567293886
1.968, 1.889, 1.858, 75, 1592567293981
1.961, 1.887, 1.843, 81, 1592567294080
1.962, 1.885, 1.852, 78, 1592567294227
1.966, 1.883, 1.849, 79, 1592567294324
2.068, 2.028, 1.594, 77, 1592567294422
2.045, 2.004, 1.644, 81, 1592567294520
2.025, 1.987, 1.696, 78, 1592567294617
2.005, 1.94, 1.791, 69, 1592567294714
1.993, 1.922, 1.838, 73, 1592567294812
1.985, 1.907, 1.86, 76, 1592567294909
1.99, 1.909, 1.847, 80, 1592567295007
1.992, 1.896, 1.826, 82, 1592567295102
