0.951, 1.016, 1.949, 48, 1592341659790
0.967, 1.021, 2.007, 42, 1592341659888
0.974, 0.99, 1.981, 80, 1592341659985
0.974, 1.0, 2.001, 45, 1592341660083
0.949, 1.013, 1.984, 47, 1592341660182
0.986, 1.02, 2.037, 43, 1592341660279
0.979, 1.026, 2.017, 48, 1592341660376
1.004, 1.044, 2.078, 42, 1592341660474
1.016, 1.056, 2.112, 43, 1592341660571
1.043, 1.054, 2.155, 41, 1592341660668
1.015, 1.055, 2.107, 48, 1592341660766
1.034, 1.056, 2.118, 45, 1592341660864
1.035, 1.065, 2.142, 42, 1592341660961
1.037, 1.064, 2.156, 43, 1592341661059
1.034, 1.031, 2.087, 50, 1592341661156
1.024, 1.029, 2.058, 48, 1592341661254
1.002, 1.023, 2.01, 50, 1592341661352
0.984, 1.014, 1.971, 49, 1592341661450
1.001, 1.012, 2.032, 41, 1592341661548
0.981, 1.017, 1.997, 49, 1592341661696
0.968, 1.02, 1.959, 51, 1592341661790
0.994, 1.033, 2.044, 39, 1592341661887
0.964, 1.025, 2.012, 46, 1592341661984
0.958, 1.026, 1.976, 50, 1592341662083
0.965, 1.025, 1.992, 46, 1592341662180
0.987, 1.028, 2.058, 40, 1592341662279
0.971, 1.021, 2.019, 48, 1592341662375
0.991, 1.021, 2.073, 40, 1592341662472
0.975, 1.011, 2.021, 49, 1592341662570
0.967, 1.014, 1.988, 50, 1592341662671
0.984, 1.023, 2.049, 41, 1592341662764
0.972, 1.022, 2.008, 49, 1592341662863
0.957, 1.025, 1.98, 49, 1592341662960
0.957, 1.026, 1.968, 49, 1592341663057
0.945, 1.033, 1.961, 48, 1592341663155
0.983, 1.037, 2.037, 41, 1592341663252
1.012, 1.047, 2.077, 44, 1592341663350
1.016, 1.053, 2.105, 43, 1592341663448
1.024, 1.059, 2.134, 42, 1592341663546
1.009, 1.046, 2.082, 49, 1592341663691
1.025, 1.048, 2.14, 38, 1592341663789
0.997, 1.055, 2.151, 93, 1592341663887
0.977, 1.059, 2.089, 50, 1592341663984
0.959, 1.059, 2.059, 47, 1592341664081
0.945, 1.061, 2.03, 48, 1592341664179
0.979, 1.061, 2.09, 41, 1592341664277
0.971, 1.043, 2.032, 50, 1592341664374
0.987, 1.04, 2.087, 39, 1592341664471
0.985, 1.026, 2.084, 43, 1592341664568
0.969, 1.047, 2.051, 50, 1592341664665
0.995, 1.04, 2.093, 41, 1592341664764
1.009, 1.04, 2.126, 41, 1592341664861
1.025, 1.031, 2.153, 40, 1592341664958
1.007, 1.014, 2.091, 48, 1592341665056
1.037, 1.029, 2.145, 40, 1592341665155
0.995, 1.039, 2.097, 47, 1592341665252
0.966, 1.05, 2.052, 49, 1592341665350
0.943, 1.058, 2.014, 49, 1592341665446
0.967, 1.051, 2.025, 47, 1592341665597
0.94, 1.058, 2.001, 48, 1592341665694
0.984, 1.067, 2.09, 39, 1592341665789
0.972, 1.052, 2.033, 50, 1592341665885
0.977, 1.048, 2.026, 48, 1592341665987
0.968, 1.041, 1.988, 50, 1592341666081
0.997, 1.038, 2.044, 42, 1592341666177
1.011, 1.005, 2.016, 48, 1592341666277
1.003, 1.016, 2.019, 47, 1592341666373
0.977, 1.03, 1.992, 49, 1592341666471
0.966, 1.027, 1.976, 48, 1592341666569
0.947, 1.032, 1.966, 47, 1592341666666
0.968, 1.03, 2.029, 41, 1592341666763
0.959, 1.04, 2.013, 48, 1592341666860
0.939, 1.051, 1.968, 51, 1592341666959
0.911, 1.057, 1.936, 49, 1592341667056
0.904, 1.057, 1.918, 50, 1592341667153
0.942, 1.049, 1.991, 41, 1592341667250
0.925, 1.051, 1.989, 46, 1592341667347
0.929, 1.043, 1.973, 48, 1592341667444
0.933, 1.036, 1.95, 50, 1592341667591
0.94, 1.021, 1.94, 48, 1592341667688
0.955, 0.997, 1.938, 82, 1592341667785
0.942, 1.009, 1.931, 48, 1592341667883
0.927, 1.018, 1.898, 51, 1592341667981
0.965, 1.022, 1.969, 43, 1592341668078
0.956, 1.016, 1.944, 49, 1592341668176
0.963, 1.017, 1.94, 49, 1592341668273
0.964, 1.02, 1.938, 49, 1592341668370
0.944, 1.028, 1.91, 51, 1592341668468
0.972, 1.033, 1.979, 43, 1592341668566
0.994, 1.026, 2.003, 46, 1592341668664
0.955, 1.041, 1.977, 48, 1592341668762
0.945, 1.053, 1.983, 47, 1592341668858
0.934, 1.066, 1.985, 47, 1592341668956
0.929, 1.059, 1.968, 48, 1592341669054
0.941, 1.063, 1.983, 48, 1592341669151
0.921, 1.069, 1.969, 48, 1592341669249
0.924, 1.057, 1.944, 50, 1592341669346
0.963, 1.064, 2.015, 43, 1592341669492
0.942, 1.076, 1.995, 49, 1592341669590
0.946, 1.063, 1.995, 47, 1592341669687
0.953, 1.053, 1.973, 50, 1592341669784
0.954, 1.048, 1.954, 50, 1592341669882
0.956, 1.052, 1.973, 47, 1592341669981
0.956, 1.035, 1.963, 48, 1592341670079
0.934, 1.035, 1.954, 47, 1592341670179
0.935, 1.04, 1.962, 47, 1592341670276
0.942, 1.043, 1.967, 48, 1592341670373
0.976, 1.047, 2.032, 42, 1592341670471
0.982, 1.029, 2.028, 46, 1592341670568
1.009, 1.038, 2.092, 40, 1592341670663
1.007, 1.037, 2.035, 52, 1592341670761
1.023, 1.037, 2.059, 45, 1592341670861
1.035, 1.038, 2.103, 41, 1592341670959
1.016, 1.036, 2.066, 48, 1592341671055
0.981, 1.036, 2.025, 48, 1592341671150
0.949, 1.039, 1.997, 47, 1592341671248
0.952, 1.042, 2.012, 45, 1592341671345
0.977, 1.054, 2.07, 42, 1592341671492
0.996, 1.052, 2.099, 43, 1592341671589
1.001, 1.015, 2.052, 80, 1592341671686
0.967, 1.035, 2.01, 50, 1592341671785
1.001, 1.038, 2.076, 40, 1592341671884
0.985, 1.023, 2.037, 47, 1592341671980
0.975, 1.021, 2.01, 48, 1592341672076
0.945, 1.02, 1.955, 50, 1592341672177
0.947, 1.022, 1.956, 48, 1592341672271
0.972, 1.035, 2.019, 43, 1592341672369
0.992, 1.026, 2.064, 41, 1592341672466
0.98, 1.019, 2.041, 46, 1592341672564
0.984, 1.01, 2.064, 42, 1592341672662
0.975, 1.021, 2.014, 52, 1592341672758
0.997, 1.04, 2.073, 42, 1592341672857
0.993, 1.031, 2.059, 46, 1592341672955
0.99, 1.012, 2.026, 47, 1592341673052
0.965, 1.023, 2.004, 47, 1592341673149
0.963, 1.024, 1.979, 50, 1592341673247
0.997, 1.037, 2.039, 43, 1592341673392
1.001, 1.038, 2.093, 39, 1592341673490
0.991, 1.022, 2.036, 50, 1592341673587
1.006, 1.03, 2.08, 42, 1592341673685
0.968, 1.039, 2.039, 47, 1592341673782
0.945, 1.049, 2.014, 48, 1592341673881
0.977, 1.056, 2.092, 39, 1592341673978
0.947, 1.043, 2.02, 49, 1592341674077
0.948, 1.039, 1.991, 50, 1592341674175
0.925, 1.042, 1.978, 46, 1592341674271
0.932, 1.043, 1.983, 47, 1592341674371
0.96, 1.048, 2.043, 42, 1592341674469
0.95, 1.055, 2.028, 47, 1592341674563
0.956, 1.028, 2.019, 45, 1592341674661
0.974, 1.022, 2.067, 40, 1592341674759
0.978, 1.019, 2.034, 49, 1592341674855
0.966, 1.019, 2.01, 48, 1592341674955
0.959, 1.034, 1.992, 49, 1592341675051
0.95, 1.042, 1.986, 48, 1592341675148
0.932, 1.045, 1.966, 48, 1592341675246
0.943, 1.038, 1.999, 44, 1592341675391
0.959, 1.01, 1.987, 46, 1592341675489
0.958, 0.994, 1.974, 82, 1592341675585
0.953, 1.0, 1.967, 48, 1592341675683
0.978, 1.003, 2.018, 42, 1592341675780
0.977, 1.009, 2.043, 43, 1592341675878
0.978, 0.998, 2.023, 47, 1592341675978
0.949, 1.015, 1.972, 51, 1592341676074
0.96, 1.027, 2.03, 41, 1592341676171
0.984, 1.038, 2.085, 41, 1592341676269
0.971, 1.034, 2.032, 50, 1592341676365
0.968, 1.035, 2.009, 49, 1592341676465
0.962, 1.035, 1.99, 49, 1592341676561
0.959, 1.033, 1.972, 49, 1592341676659
0.956, 1.028, 1.962, 48, 1592341676757
0.957, 1.021, 1.975, 45, 1592341676853
0.952, 1.015, 1.998, 43, 1592341676951
0.945, 1.01, 1.969, 49, 1592341677049
0.92, 1.028, 1.948, 48, 1592341677148
0.921, 1.025, 1.945, 47, 1592341677294
0.921, 1.031, 1.952, 47, 1592341677392
