1.11, 2.64, 1.80|1.11, 2.65, 1.83
1.12, 2.66, 1.84|1.12, 2.66, 1.83
1.12, 2.67, 1.89|1.12, 2.67, 1.84
1.12, 2.68, 1.92|1.12, 2.67, 1.85
1.10, 2.66, 1.88|1.11, 2.67, 1.86
1.10, 2.66, 1.87|1.11, 2.67, 1.87
1.10, 2.65, 1.88|1.10, 2.67, 1.88
1.11, 2.65, 1.90|1.10, 2.67, 1.89
1.13, 2.63, 1.82|1.11, 2.66, 1.91
1.14, 2.65, 1.81|1.12, 2.66, 1.93
1.15, 2.63, 1.76|1.13, 2.65, 1.94
1.15, 2.67, 1.81|1.14, 2.66, 1.96
1.15, 2.67, 1.80|1.15, 2.67, 1.97
1.15, 2.65, 1.79|1.15, 2.67, 1.99
1.14, 2.67, 1.80|1.15, 2.68, 2.01
1.16, 2.65, 1.72|1.16, 2.69, 2.03
1.18, 2.63, 1.65|1.16, 2.69, 2.04
1.18, 2.61, 1.60|1.17, 2.69, 2.04
1.18, 2.58, 1.58|1.17, 2.68, 2.04
1.18, 2.58, 1.58|1.18, 2.68, 2.04
1.17, 2.55, 1.59|1.17, 2.67, 2.03
1.17, 2.53, 1.58|1.18, 2.65, 2.01
1.20, 2.48, 1.53|1.18, 2.61, 1.99
1.19, 2.45, 1.54|1.19, 2.58, 1.99
1.20, 2.41, 1.57|1.20, 2.54, 1.98
1.21, 2.38, 1.62|1.21, 2.51, 1.97
1.24, 2.32, 1.59|1.22, 2.47, 1.96
1.23, 2.30, 1.67|1.24, 2.44, 1.95
1.24, 2.26, 1.67|1.25, 2.40, 1.94
1.20, 2.24, 1.73|1.26, 2.36, 1.91
1.21, 2.19, 1.75|1.26, 2.31, 1.90
1.20, 2.15, 1.79|1.26, 2.26, 1.91
1.18, 2.11, 1.83|1.25, 2.20, 1.92
1.18, 2.04, 1.81|1.25, 2.15, 1.93
1.15, 2.01, 1.85|1.24, 2.10, 1.94
1.14, 1.96, 1.91|1.22, 2.04, 1.95
1.12, 1.89, 1.90|1.20, 2.00, 1.96
1.11, 1.84, 1.95|1.19, 1.95, 1.97
1.14, 1.75, 1.88|1.18, 1.89, 1.96
1.14, 1.70, 1.89|1.17, 1.81, 1.96
1.15, 1.63, 1.87|1.17, 1.73, 1.97
1.16, 1.61, 1.91|1.17, 1.66, 1.98
1.16, 1.55, 1.89|1.17, 1.60, 1.98
1.18, 1.50, 1.93|1.18, 1.54, 2.00
1.19, 1.43, 1.90|1.19, 1.47, 2.00
1.17, 1.38, 1.88|1.19, 1.42, 2.01
1.17, 1.35, 1.94|1.19, 1.36, 2.01
1.20, 1.29, 2.01|1.20, 1.29, 2.02
1.20, 1.23, 2.01|1.20, 1.23, 2.04
1.20, 1.19, 2.01|1.20, 1.17, 2.06
1.21, 1.14, 2.05|1.20, 1.11, 2.07
1.24, 1.11, 2.10|1.21, 1.06, 2.09
1.26, 1.08, 2.15|1.21, 1.01, 2.12
1.24, 1.02, 2.11|1.20, 0.96, 2.13
1.25, 0.99, 2.14|1.20, 0.92, 2.15
1.24, 0.92, 2.08|1.19, 0.88, 2.15
1.25, 0.89, 2.03|1.19, 0.82, 2.15
1.27, 0.86, 1.98|1.19, 0.78, 2.16
1.30, 0.83, 1.96|1.20, 0.73, 2.16
1.32, 0.79, 1.92|1.21, 0.68, 2.15
1.31, 0.76, 1.88|1.21, 0.63, 2.15
1.31, 0.70, 1.88|1.22, 0.58, 2.14
1.32, 0.65, 1.89|1.23, 0.53, 2.13
1.37, 0.60, 1.93|1.25, 0.49, 2.13
1.38, 0.60, 1.97|1.28, 0.46, 2.13
1.39, 0.59, 2.02|1.29, 0.45, 2.13
1.41, 0.58, 2.05|1.32, 0.43, 2.13
1.49, 0.55, 2.09|1.36, 0.41, 2.15
1.52, 0.50, 2.04|1.41, 0.38, 2.16
1.59, 0.47, 2.01|1.45, 0.36, 2.16
1.64, 0.44, 1.97|1.50, 0.34, 2.16
1.72, 0.43, 1.97|1.55, 0.32, 2.16
1.72, 0.43, 1.83|1.59, 0.31, 2.14
1.78, 0.41, 1.83|1.64, 0.30, 2.13
1.86, 0.40, 1.78|1.72, 0.29, 2.11
1.95, 0.39, 1.82|1.78, 0.29, 2.10
2.03, 0.40, 1.85|1.86, 0.29, 2.09
2.07, 0.39, 1.87|1.94, 0.28, 2.08
2.12, 0.40, 1.89|2.00, 0.29, 2.08
2.16, 0.37, 1.85|2.06, 0.29, 2.07
2.20, 0.41, 1.83|2.11, 0.30, 2.06
2.24, 0.44, 1.78|2.17, 0.31, 2.05
2.29, 0.47, 1.70|2.22, 0.33, 2.03
2.36, 0.49, 1.59|2.29, 0.36, 1.99
2.39, 0.49, 1.59|2.36, 0.37, 1.97
2.41, 0.43, 1.66|2.41, 0.37, 1.96
2.42, 0.40, 1.64|2.46, 0.36, 1.94
2.45, 0.40, 1.64|2.51, 0.34, 1.92
2.51, 0.34, 1.73|2.57, 0.31, 1.91
2.51, 0.35, 1.70|2.62, 0.28, 1.89
2.51, 0.34, 1.68|2.66, 0.26, 1.88
2.47, 0.44, 1.54|2.68, 0.27, 1.86
2.52, 0.43, 1.65|2.69, 0.28, 1.85
2.51, 0.42, 1.65|2.69, 0.29, 1.83
2.54, 0.45, 1.73|2.68, 0.32, 1.82
2.57, 0.46, 1.79|2.68, 0.35, 1.82
2.58, 0.48, 1.84|2.67, 0.38, 1.82
2.55, 0.52, 1.80|2.65, 0.42, 1.82
2.51, 0.63, 1.75|2.63, 0.48, 1.81
2.54, 0.65, 1.82|2.61, 0.53, 1.81
2.49, 0.76, 1.72|2.59, 0.59, 1.81
2.44, 0.87, 1.61|2.55, 0.67, 1.79
2.48, 0.89, 1.72|2.53, 0.74, 1.78
2.45, 0.99, 1.63|2.50, 0.83, 1.77
2.44, 1.08, 1.55|2.48, 0.94, 1.75
2.44, 1.16, 1.52|2.46, 1.03, 1.74
2.44, 1.22, 1.49|2.45, 1.12, 1.72
2.45, 1.27, 1.53|2.45, 1.20, 1.70
2.44, 1.33, 1.51|2.45, 1.27, 1.69
2.52, 1.33, 1.59|2.46, 1.33, 1.68
2.56, 1.34, 1.67|2.49, 1.37, 1.67
2.53, 1.43, 1.61|2.51, 1.43, 1.66
2.53, 1.46, 1.64|2.52, 1.50, 1.65
2.52, 1.51, 1.66|2.52, 1.55, 1.65
2.54, 1.55, 1.71|2.53, 1.60, 1.65
2.51, 1.64, 1.67|2.54, 1.67, 1.65
2.48, 1.69, 1.65|2.54, 1.73, 1.64
2.46, 1.75, 1.62|2.54, 1.79, 1.64
2.47, 1.74, 1.72|2.55, 1.84, 1.64
2.43, 1.79, 1.72|2.54, 1.89, 1.63
2.40, 1.84, 1.69|2.52, 1.95, 1.63
2.40, 1.85, 1.74|2.50, 1.99, 1.63
2.35, 1.89, 1.74|2.48, 2.04, 1.64
2.33, 1.92, 1.79|2.44, 2.08, 1.64
2.31, 1.92, 1.84|2.42, 2.11, 1.65
2.29, 1.92, 1.85|2.40, 2.13, 1.66
2.26, 1.93, 1.86|2.37, 2.14, 1.66
2.21, 1.91, 1.78|2.34, 2.14, 1.67
2.16, 1.89, 1.73|2.29, 2.12, 1.66
2.10, 1.88, 1.69|2.23, 2.09, 1.66
2.05, 1.86, 1.70|2.18, 2.05, 1.66
1.99, 1.85, 1.70|2.12, 2.02, 1.66
1.98, 1.89, 1.72|2.07, 2.00, 1.66
1.96, 1.87, 1.72|2.03, 1.98, 1.66
1.91, 1.85, 1.74|1.99, 1.95, 1.66
1.87, 1.85, 1.77|1.95, 1.93, 1.66
1.81, 1.82, 1.76|1.89, 1.89, 1.66
1.75, 1.85, 1.76|1.83, 1.88, 1.67
1.69, 1.85, 1.79|1.77, 1.87, 1.67
1.65, 1.85, 1.77|1.71, 1.86, 1.67
1.62, 1.83, 1.74|1.66, 1.85, 1.67
1.56, 1.84, 1.75|1.60, 1.84, 1.68
1.51, 1.83, 1.72|1.55, 1.84, 1.67
1.47, 1.85, 1.79|1.51, 1.83, 1.68
1.44, 1.88, 1.84|1.47, 1.84, 1.68
1.40, 1.88, 1.84|1.43, 1.85, 1.69
1.34, 1.89, 1.87|1.37, 1.85, 1.70
1.26, 1.88, 1.89|1.31, 1.85, 1.70
1.19, 1.86, 1.90|1.24, 1.83, 1.71
1.13, 1.84, 1.85|1.17, 1.82, 1.72
1.07, 1.83, 1.84|1.10, 1.79, 1.72
1.05, 1.84, 1.83|1.03, 1.77, 1.73
1.00, 1.84, 1.80|0.96, 1.76, 1.73
0.97, 1.86, 1.80|0.90, 1.76, 1.73
0.97, 1.89, 1.82|0.86, 1.77, 1.74
0.97, 1.92, 1.84|0.82, 1.79, 1.74
0.97, 1.95, 1.83|0.81, 1.80, 1.74
1.00, 1.96, 1.80|0.82, 1.84, 1.74
1.02, 2.00, 1.75|0.85, 1.90, 1.74
1.05, 2.02, 1.69|0.89, 1.96, 1.74
